variable,median_importance,q1,q3,iqr,mean_importance
week_number,0.16128241016549302,0.15983260923487522,0.16259786241654894,0.002765253181673727,0.16114383640486563
i2_health,0.13630056349650643,0.134784853665321,0.13763882805974834,0.0028539743944273332,0.1362260591247375
r1_1,0.09634170618592171,0.09483080790217592,0.09784688297847854,0.003016075076302624,0.09633522669993241
age,0.0814118051450766,0.08072884010252018,0.08216660342647919,0.001437763323959007,0.08143025524614796
state_Western Australia,0.04880369893496936,0.04800059196224997,0.049638841433759455,0.0016382494715094856,0.04882960635617107
i11_health_Very willing,0.04806872463620453,0.047062004458652065,0.04910030479139975,0.0020383003327476834,0.04812453232082044
r1_2,0.038485850353329173,0.03790935607006923,0.03888292587403056,9.735698039613286e-4,0.03842940137074061
state_Queensland,0.038402956003131816,0.03731907127262039,0.03925493872973694,0.0019358674571165538,0.03830185094964414
cantril_ladder,0.03282596635588206,0.032368056586811536,0.033294319914620944,9.262633278094082e-4,0.03283027617775578
state_Victoria,0.02904546569494674,0.02848226010190385,0.029664373410792737,0.0011821133088888887,0.02909279033062567
state_New South Wales,0.027580719674228527,0.026891565638416534,0.02855216536567927,0.0016605997272627349,0.02768598290886234
household_size,0.02705732757807508,0.02658015243626127,0.027651380476852696,0.0010712280405914265,0.027088144636464688
i9_health_Yes,0.026976076621513207,0.026288997701233215,0.027645284370555613,0.0013562866693223978,0.026972171970700443
gender_Male,0.011450609488297715,0.011148892185041675,0.011730896662097026,5.820044770553506e-4,0.011448875517654404
i9_health_Not sure,0.011238022749547548,0.010793865926210665,0.011651084137871512,8.572182116608467e-4,0.01121346866925255
i11_health_Somewhat willing,0.01050016044866552,0.01021404992701893,0.010823123454135284,6.090735271163539e-4,0.010520481659417812
employment_status_Part time employment,0.0092269500234048,0.008895351491528836,0.009513592724982716,6.182412334538798e-4,0.009207079306390562
WCRex1_Very well,0.007863320428632761,0.007650779420911736,0.008083593096097585,4.3281367518584885e-4,0.007872257708891694
WCRex1_Somewhat well,0.00783515129587333,0.007628440370101132,0.008065657242085546,4.372168719844142e-4,0.007868051420807105
WCRex2_A lot of confidence,0.006847102804231938,0.006658545092837942,0.0070912592047940965,4.3271411195615426e-4,0.006869067384077792
WCRex1_Somewhat badly,0.006639858295905005,0.00647837921974704,0.006876457733503778,3.9807851375673817e-4,0.006674763028092857
d1_comorbidities_No,0.006585788121615919,0.006435630572224507,0.006779402472183173,3.437718999586663e-4,0.006593687272220215
PHQ4_4_Not at all,0.006165285230380664,0.00588719881196135,0.0063940061023724576,5.068072904111072e-4,0.006166304200578653
PHQ4_3_Not at all,0.0061167195577104825,0.00590956027901934,0.006358335865827895,4.487755868085551e-4,0.006133710026171647
PHQ4_2_Not at all,0.006071119493729472,0.005901317222326313,0.006250016479800718,3.486992574744047e-4,0.006092110712445613
WCRex2_Not very much confidence,0.006068850900864868,0.005845854363307273,0.006238743082362488,3.9288871905521477e-4,0.006039016966808604
PHQ4_1_Several days,0.0060350595477928985,0.00585946589455656,0.0061922681702941944,3.328022757376342e-4,0.006030248653908187
PHQ4_3_Several days,0.0058625018523488556,0.005629304499866639,0.006024172965637674,3.9486846577103506e-4,0.005850526572731826
PHQ4_1_Not at all,0.0058232302015637,0.005607993349506624,0.006033197953414796,4.2520460390817194e-4,0.00581811321747155
d1_comorbidities_Yes,0.0057098028990335,0.005551906496438351,0.005898270401918187,3.463639054798358e-4,0.005721728460464475
WCRex1_Very badly,0.005570052674327923,0.005379460672694616,0.005743281318511016,3.638206458164003e-4,0.00555992400071939
PHQ4_1_Nearly every day,0.005535178578166508,0.0053154524838490815,0.005702406850053472,3.869543662043907e-4,0.0055238428383897675
state_South Australia,0.005365524941244556,0.005156439428137844,0.005523172514948421,3.667330868105771e-4,0.005345217517418829
employment_status_Unemployed,0.005326737150611724,0.0051169037653458,0.005524958653513642,4.0805488816784193e-4,0.005324018832738903
PHQ4_2_Several days,0.0051999878646584235,0.005025959983842029,0.005365457221760033,3.394972379180041e-4,0.005194017480897863
employment_status_Retired,0.005061351567437146,0.004864900045410131,0.005235098953073095,3.701989076629643e-4,0.005072287925811984
employment_status_Not working,0.004978119039611236,0.004737427087701671,0.0051495174041137175,4.1209031641204624e-4,0.004955703743638432
PHQ4_4_Several days,0.004792435806634753,0.004636469812574276,0.004929034638360793,2.925648257865168e-4,0.004778364277911053
PHQ4_2_Nearly every day,0.0044979694588731176,0.004275988098738711,0.004661050982114804,3.85062883376093e-4,0.004483327901330869
WCRex2_No confidence at all,0.00435897328431965,0.0041981524806361204,0.004569835566232455,3.7168308559633496e-4,0.00439857485158593
i11_health_Very unwilling,0.003980139076331324,0.003781786492629733,0.004200829114911138,4.1904262228140447e-4,0.003987772272681156
PHQ4_3_Nearly every day,0.003869731130514051,0.003734131072281405,0.004022185335498114,2.880542632167087e-4,0.0038771881459206373
PHQ4_4_Nearly every day,0.0038059203956905675,0.003645533813253177,0.003987250041472094,3.4171622821891744e-4,0.003824897643920569
PHQ4_1_N/A,0.00299214390148947,0.002852671670809362,0.0031294481756216487,2.7677650481228687e-4,0.0029940569529754066
state_Tasmania,0.00235326685136381,0.0020976932586338343,0.0026227937828905146,5.251005242566803e-4,0.0023696799763137082
WCRex2_Don't know,0.002168365908005566,0.002023574515846877,0.002374022130228595,3.5044761438171807e-4,0.0021882472200814036
PHQ4_2_N/A,0.00194046769637161,0.00186048177844365,0.002064726763458836,2.0424498501518586e-4,0.001955463433470145
i11_health_Somewhat unwilling,0.0016801531661706783,0.0015559822988605652,0.001793931815552723,2.379495166921577e-4,0.0016864359770415328
d1_comorbidities_Prefer_not_to_say,0.0016618798770520016,0.0015276296260852678,0.0018836540270940208,3.5602440100875304e-4,0.0017074671448581399
PHQ4_3_N/A,0.0013588817265087047,0.0012698344641837013,0.001430519643558345,1.6068517937464365e-4,0.00135748934593343
i11_health_Not sure,9.92784115834356e-4,8.920725720291315e-4,0.001095911265397807,2.0383869336867554e-4,0.0010100460298870663
state_Northern Territory,9.455241129352181e-4,7.793160835661225e-4,0.0011106361645095758,3.313200809434533e-4,9.580973165980214e-4
PHQ4_3_Prefer not to say,8.039701660282304e-4,6.672522518690611e-4,9.506231961804269e-4,2.833709443113658e-4,8.190782058167242e-4
PHQ4_4_Prefer not to say,6.1594368193221e-4,5.105858154751432e-4,7.308220647405005e-4,2.2023624926535733e-4,6.191089530392445e-4
PHQ4_4_N/A,5.66388315351865e-4,5.101825987248702e-4,6.17741035834769e-4,1.0755843710989873e-4,5.651604495805578e-4
PHQ4_1_Prefer not to say,4.320937913204454e-4,3.662790488263171e-4,5.20374951474753e-4,1.5409590264843596e-4,4.4749426951050955e-4
PHQ4_2_Prefer not to say,3.844622322299564e-4,3.3373689004934245e-4,4.330750993958313e-4,9.933820934648885e-5,3.8741201707446506e-4
